Sold To ID,Sold To Customer,Ship To ID,Ship To Customer,Ship To Address,Ship To City,Ship To State,Ship To Zip,Full Address,Latitude,Longitude,Total Orders,Sold_To_AccountId_Alt,Ship_To_AccountId_Alt,Cluster
202009,ISD #181 BRAINERD PUBLIC SCHOO,410433,ISD # 181 WELC WARRIOR ELC,5546 Fairview Rd,Baxter,MN,56425,"5546 Fairview Rd Baxter MN, 56425",46.344616,-94.285174,4,202009,410433,13
201993,ISD #110 WACONIA PUBLIC SCHOOL,401723,ISD #110 SOUTHVIEW ELEMENTARY,225 W 4th St,Waconia,MN,55387,"225 W 4th St Waconia MN, 55387",44.845001,-93.790073,4,201993,401723,15
201993,ISD #110 WACONIA PUBLIC SCHOOL,401722,ISD #110 WACONIA HIGH SCHOOL,1650 Community Dr,Waconia,MN,55387,"1650 Community Dr Waconia MN, 55387",44.83581,-93.821253,5,201993,401722,15
201993,ISD #110 WACONIA PUBLIC SCHOOL,402937,ISD #110 WACONIA MIDDLE SCHOOL,1400 Community Dr,Waconia,MN,55387,"1400 Community Dr Waconia MN, 55387",44.835733,-93.811419,4,201993,402937,15
201653,ISD #111 WATERTOWN-MAYER SCHOO,401646,ISD #111 WATERTOWN HIGH SCHOOL,1001 Highway 25 Shls NW,Watertown,MN,55388,"1001 Highway 25 Shls NW Watertown MN, 55388",44.97143,-93.857487,4,201653,401646,15
203632,ISD #113 WHA - WALKER,203632,ISD #113 WHA - WALKER,301 4th St S,Walker,MN,56484,"301 4th St S Walker MN, 56484",47.09838,-94.57834,6,203632,203632,13
202090,ISD #118 NORTHLAND COMMUNITY S,202090,ISD #118 NORTHLAND COMMUNITY S,316 Main St E,Remer,MN,56672,"316 Main St E Remer MN, 56672",47.057848,-93.911092,5,202090,202090,13
203514,ISD #146 BARNESVILLE,203514,ISD #146 BARNESVILLE,302 3rd St NE,Barnesville,MN,56514,"302 3rd St NE Barnesville MN, 56514",46.655713,-96.416698,5,203514,203514,5
202009,ISD #181 BRAINERD PUBLIC SCHOO,473627,ISD #181 Baxter Elementary Sch,12191 Jasperwood Dr,Baxter,MN,56425,"12191 Jasperwood Dr Baxter MN, 56425",46.328703,-94.271386,4,202009,473627,13
202009,ISD #181 BRAINERD PUBLIC SCHOO,410427,ISD #181 LOWELL ELEMENTARY,704 3rd Ave NE,Brainerd,MN,56401,"704 3rd Ave NE Brainerd MN, 56401",46.366705,-94.185213,4,202009,410427,13
202009,ISD #181 BRAINERD PUBLIC SCHOO,410425,ISD #181 RIVERSIDE ELEMENTARY,220 NW 3rd St,Brainerd,MN,56401,"220 NW 3rd St Brainerd MN, 56401",46.357395,-94.213767,5,202009,410425,13
203643,ISD #186 - PEQUOT LAKES PUBLIC,203643,ISD #186 - PEQUOT LAKES PUBLIC,30805 Olson St,Pequot Lakes,MN,56472,"30805 Olson St Pequot Lakes MN, 56472",46.599858,-94.317088,10,203643,203643,13
203643,ISD #186 - PEQUOT LAKES PUBLIC,429408,ISD #186 EAGLE VIEW ELEM SCHO,6539 County Road 11,Pequot Lakes,MN,56472,"6539 County Road 11 Pequot Lakes MN, 56472",46.600301,-94.265131,6,203643,429408,13
200969,ISD #195 RANDOLPH PUBLIC SCHOO,200969,ISD #195 RANDOLPH PUBLIC SCHOO,29101 Dawson Ave,Randolph,MN,55065,"29101 Dawson Ave Randolph MN, 55065",44.527254,-93.021574,9,200969,200969,16
202516,ISD #206 ALEXANDRIA PUBLIC SCH,455201,ISD #206 ALEXANDRIA HIGH SCHOO,4300 Pioneer Rd SE,Alexandria,MN,56308,"4300 Pioneer Rd SE Alexandria MN, 56308",45.849793,-95.360682,20,202516,455201,3
202516,ISD #206 ALEXANDRIA PUBLIC SCH,401768,ISD #206 CARLOS ELEMENTARY,20 N Douglas Ave,Carlos,MN,56319,"20 N Douglas Ave Carlos MN, 56319",45.975795,-95.291359,6,202516,401768,3
202516,ISD #206 ALEXANDRIA PUBLIC SCH,401769,ISD #206 DISCOVERY SCHOOL,510 N McKay Ave,Alexandria,MN,56308,"510 N McKay Ave Alexandria MN, 56308",45.896884,-95.353321,9,202516,401769,3
202516,ISD #206 ALEXANDRIA PUBLIC SCH,401770,ISD #206 GARFIELD SCHOOL,303 Sanstead ST E,Garfield,MN,56332,"303 Sanstead ST E Garfield MN, 56332",45.941087,-95.488766,5,202516,401770,3
202516,ISD #206 ALEXANDRIA PUBLIC SCH,401772,ISD #206 LINCOLN SCHOOL,1120 Lark St,Alexandria,MN,56308,"1120 Lark St Alexandria MN, 56308",45.878615,-95.388906,4,202516,401772,3
202516,ISD #206 ALEXANDRIA PUBLIC SCH,401779,ISD #206 VOYAGER SCHOOL,203 County Road 44 NW,Alexandria,MN,56308,"203 County Road 44 NW Alexandria MN, 56308",45.906489,-95.390451,7,202516,401779,3
202516,ISD #206 ALEXANDRIA PUBLIC SCH,436903,ISD #206 WOODLAND ELEM SCHOOL,1410 McKay Ave S,Alexandria,MN,56308,"1410 McKay Ave S Alexandria MN, 56308",45.875889,-95.35557,7,202516,436903,3
203389,ISD #2071 LAKE CRYSTAL SCHOOLS,413144,ISD #2071 LAKE CRYSTAL ELEMENT,502 E Watonwan St,LAKE CRYSTAL,MN,56055,"502 E Watonwan St LAKE CRYSTAL MN, 56055",44.10337,-94.212443,6,203389,413144,18
203389,ISD #2071 LAKE CRYSTAL SCHOOLS,428856,ISD #2071 LAKE CRYSTAL HIGH SC,607 Knights Ln,LAKE CRYSTAL,MN,56055,"607 Knights Ln LAKE CRYSTAL MN, 56055",44.099963,-94.230087,7,203389,428856,18
201125,ISD #2125 TRITON PUBLIC SCHOOL,201125,ISD #2125 TRITON PUBLIC SCHOOL,813 W Highway St,Dodge Center,MN,55927,"813 W Highway St Dodge Center MN, 55927",44.032484,-92.865972,4,201125,201125,1
200161,ISD #213 OSAKIS PUBLIC SCHOOL,200161,ISD #213 OSAKIS PUBLIC SCHOOL,501 Central Ave,Osakis,MN,56360,"501 Central Ave Osakis MN, 56360",45.86481,-95.15204,8,200161,200161,3
203392,ISD #2135 MAPLE RIVER SCHOOLS,203392,ISD #2135 MAPLE RIVER SCHOOLS,801 Central Ave S,Mapleton,MN,56065,"801 Central Ave S Mapleton MN, 56065",43.920702,-93.958505,4,203392,203392,18
200910,ISD #2137 KINGSLAND PUBLIC SCH,200910,ISD #2137 KINGSLAND PUBLIC SCH,705 N Section Ave,Spring Valley,MN,55975,"705 N Section Ave Spring Valley MN, 55975",43.697818,-92.387535,4,200910,200910,16
203199,ISD #2143 WATERVILLE PUBLIC SC,203199,ISD #2143 WATERVILLE PUBLIC SC,500 Paquin St E,Waterville,MN,56096,"500 Paquin St E Waterville MN, 56096",44.217347,-93.562712,4,203199,203199,1
200243,ISD #2149 MINNEWASKA AREA SCHO,200243,ISD #2149 MINNEWASKA AREA SCHO,25122 State Highway 28,Glenwood,MN,56334,"25122 State Highway 28 Glenwood MN, 56334",45.624974,-95.455217,16,200243,200243,3
200243,ISD #2149 MINNEWASKA AREA SCHO,471614,ISD #2149 MINNEWASKA ELEMENTAR,409 4th St SE,Glenwood,MN,56334,"409 4th St SE Glenwood MN, 56334",45.646317,-95.383822,4,200243,471614,3
203882,ISD #2155 WADENA-DEER CREEK SC,401398,ISD #2155 WADENA DEER CREEK HS,600 Colfax Ave SW,Wadena,MN,56482,"600 Colfax Ave SW Wadena MN, 56482",46.442895,-95.147158,9,203882,401398,4
203247,ISD #2168 NEW RICHLAND PUBLIC,401855,ISD #2168 ELLENDALE,600 School St S,ELLENDALE,MN,56026,"600 School St S ELLENDALE MN, 56026",43.871507,-93.297674,6,203247,401855,1
203247,ISD #2168 NEW RICHLAND PUBLIC,401893,ISD #2168 NEW RICHLAND,306 Ash Ave N,New Richland,MN,56072,"306 Ash Ave N New Richland MN, 56072",43.890819,-93.495815,5,203247,401893,1
203828,ISD #2170 - STAPLES MOTLEY,402044,ISD #2170 - STAPLES HIGH SCHOO,401 Centennial Ln,Staples,MN,56479,"401 Centennial Ln Staples MN, 56479",46.357262,-94.796992,5,203828,402044,4
201008,ISD #2172 KENYON-WANAMINGO SCH,412271,ISD #2172 KENYON-WANAMINGO,400 6th St,Kenyon,MN,55946,"400 6th St Kenyon MN, 55946",44.267807,-92.991812,7,201008,412271,16
202505,ISD #2180 MACCRAY PUBLIC SCHO,202505,ISD #2180 MACCRAY PUBLIC SCHO,711 Wolverine Dr,Clara City,MN,56222,"711 Wolverine Dr Clara City MN, 56222",44.957251,-95.374621,4,202505,202505,0
202623,ISD #2190-YELLOW MEDICINE-GRAN,202623,ISD #2190-YELLOW MEDICINE-GRAN,450 9th Ave,Granite Falls,MN,56241,"450 9th Ave Granite Falls MN, 56241",44.811018,-95.545749,5,202623,202623,0
203490,ISD #22 DETROIT LAKES SCHOOL D,455433,ISD #22 DETROIT LAKES HIGH SCH,1301 Roosevelt Ave,Detroit Lakes,MN,56501,"1301 Roosevelt Ave Detroit Lakes MN, 56501",46.808307,-95.837585,5,203490,455433,19
203490,ISD #22 DETROIT LAKES SCHOOL D,413338,ISD #22 DETROIT LAKES MIDDLE S,500 11th Ave,Detroit Lakes,MN,56501,"500 11th Ave Detroit Lakes MN, 56501",46.821912,-95.833656,8,203490,413338,19
203490,ISD #22 DETROIT LAKES SCHOOL D,455432,ISD #22 ROOSEVELT ELEMENTARY,510 11th Ave,Detroit Lakes,MN,56501,"510 11th Ave Detroit Lakes MN, 56501",46.82182,-95.83057,9,203490,455432,19
203490,ISD #22 DETROIT LAKES SCHOOL D,455430,ISD #22 ROSSMAN ELEMENTARY,1221 Rossman Ave,Detroit Lakes,MN,56501,"1221 Rossman Ave Detroit Lakes MN, 56501",46.810235,-95.852154,4,203490,455430,19
200192,ISD #2342-WEST CENTRAL AREA SC,200192,ISD #2342-WEST CENTRAL AREA SC,301 County Road 2,BARRETT,MN,56311,"301 County Road 2 BARRETT MN, 56311",45.907248,-95.897457,12,200192,200192,3
202588,ISD #2364 - BELGRADE,202588,ISD #2364 - BELGRADE,710 Washburn Ave,Belgrade,MN,56312,"710 Washburn Ave Belgrade MN, 56312",45.446834,-95.003034,7,202588,202588,0
202608,ISD #2364 - BROOTEN,202608,ISD #2364 - BROOTEN,250 2nd St,BROOTEN,MN,56316,"250 2nd St BROOTEN MN, 56316",45.502237,-95.130022,10,202608,202608,3
201647,ISD #2396 - ACGC PUBLIC SCHOOL,401670,ISD #2396 - ACGC SCHOOLS - GRO,27250 state highway 4,Grove City,MN,56243,"27250 state highway 4 Grove City MN, 56243",45.142936,-94.683635,7,201647,401670,6
201647,ISD #2396 - ACGC PUBLIC SCHOOL,401662,ISD #2396 ACGC SCHOOLS - ATWAT,205 WYOMING AVE W,Atwater,MN,56209,"205 WYOMING AVE W Atwater MN, 56209",45.13399,-94.77975,4,201647,401662,0
203205,ISD #241 ALBERT LEA PUBLIC SCH,448782,ISD #241 ALBERT LEA HIGH SCHOO,2000 Tiger Ln,Albert Lea,MN,56007,"2000 Tiger Ln Albert Lea MN, 56007",43.674416,-93.351332,5,203205,448782,1
203205,ISD #241 ALBERT LEA PUBLIC SCH,402918,ISD #241 LAKEVIEW,902 Abbott St,Albert Lea,MN,56007,"902 Abbott St Albert Lea MN, 56007",43.654518,-93.380533,6,203205,402918,1
200961,ISD #252 CANNON FALLS PUBLIC S,401529,ISD #252 CANNON FALLS HIGH SCH,820 Minnesota St E,Cannon Falls,MN,55009,"820 Minnesota St E Cannon Falls MN, 55009",44.511753,-92.889611,5,200961,401529,16
200987,ISD #253 GOODHUE PUBLIC SCHOOL,200987,ISD #253 GOODHUE PUBLIC SCHOOL,510 3rd Ave,Goodhue,MN,55027,"510 3rd Ave Goodhue MN, 55027",44.401553,-92.628879,7,200987,200987,16
200997,ISD #255 PINE ISLAND PUBLIC SC,460066,ISD #255 PINE ISLAND ELEM SCHO,8749 125TH ST NW,Pine Island,MN,55963,"8749 125TH ST NW Pine Island MN, 55963",44.1823245,-92.6374105,5,200997,460066,16
200997,ISD #255 PINE ISLAND PUBLIC SC,482107,ISD #255 PINE ISLAND HIGH SCHO,223 1st Ave SE,Pine Island,MN,55963,"223 1st Ave SE Pine Island MN, 55963",44.201366,-92.644134,10,200997,482107,16
200981,ISD #256 RED WING PUBLIC SCHOO,401554,ISD #256 PRAIRIE ISLAND ARENA,370 Guernsey Ln,Red Wing,MN,55066,"370 Guernsey Ln Red Wing MN, 55066",44.538116,-92.516795,4,200981,401554,16
200981,ISD #256 RED WING PUBLIC SCHOO,401557,ISD #256 RED WING HIGH SCHOOL,2451 Eagle Ridge Dr,Red Wing,MN,55066,"2451 Eagle Ridge Dr Red Wing MN, 55066",44.535124,-92.514417,5,200981,401557,16
200981,ISD #256 RED WING PUBLIC SCHOO,401592,ISD #256 SUNNYSIDE ELEMENTARY,1669 Southwood Ave,Red Wing,MN,55066,"1669 Southwood Ave Red Wing MN, 55066",44.550658,-92.540531,6,200981,401592,16
200981,ISD #256 RED WING PUBLIC SCHOO,401589,ISD #256 TWIN BLUFF MIDDLE SCH,2120 Twin Bluff Rd,Red Wing,MN,55066,"2120 Twin Bluff Rd Red Wing MN, 55066",44.544474,-92.544219,6,200981,401589,16
306773,ISD #2609 WIN E MAC SCHOOL,306773,ISD #2609 WIN E MAC SCHOOL,23130 345th St SE,Erskine,MN,56535,"23130 345th St SE Erskine MN, 56535",47.667742,-95.981522,6,306773,306773,19
200157,ISD #261 ASHBY PUBLIC SCHOOL,200157,ISD #261 ASHBY PUBLIC SCHOOL,300 Birch Ave,Ashby,MN,56309,"300 Birch Ave Ashby MN, 56309",46.092057,-95.821176,5,200157,200157,3
268626,ISD #2687 HOWARD LAKE HIGH SCH,268626,ISD #2687 HOWARD LAKE HIGH SCH,8700 County Road 6 SW,Howard Lake,MN,55349,"8700 County Road 6 SW Howard Lake MN, 55349",45.028222,-94.066459,4,268626,268626,6
202571,ISD #2769 MORRIS PUBLIC SCHOOL,202571,ISD #2769 MORRIS PUBLIC SCHOOL,201 S Columbia Ave,Morris,MN,56267,"201 S Columbia Ave Morris MN, 56267",45.582127,-95.900819,12,202571,202571,3
200995,ISD 2805 ZUMBROTA-MAZEPPA,403430,ISD #2805 ZUMBROTA-MAZEPPA HS,705 Mill St,Zumbrota,MN,55992,"705 Mill St Zumbrota MN, 55992",44.290751,-92.673562,11,200995,403430,16
202656,ISD #2835 JWP PUBLIC SCHOOLS,202656,ISD #2835 JWP PUBLIC SCHOOLS,110 E 3rd St,Janesville,MN,56048,"110 E 3rd St Janesville MN, 56048",44.1188,-93.706638,7,202656,202656,18
208392,ISD #2853 APPLETON ELEMENTARY,483877,ISD #2853 APPLETON ELEMENTARY,849 S EDQUIST ST,Appleton,MN,56208,"849 S EDQUIST ST Appleton MN, 56208",45.196859,-96.012486,4,208392,483877,17
200244,ISD #2888 GRACEVILLE PUBLIC SC,200244,ISD #2888 GRACEVILLE PUBLIC SC,712 W 3rd St,Graceville,MN,56240,"712 W 3rd St Graceville MN, 56240",45.569319,-96.434007,5,200244,200244,17
202595,ISD #2890 RENVILLE COUNTY WEST,401816,ISD #2890 RENVILLE COUNTY,301 3rd St NE,Renville,MN,56284,"301 3rd St NE Renville MN, 56284",44.791364,-95.20775,10,202595,401816,0
200171,ISD #2903 - ORTONVILLE PUBLIC,200171,ISD #2903 - ORTONVILLE PUBLIC,200 Trojan Dr,Ortonville,MN,56278,"200 Trojan Dr Ortonville MN, 56278",45.308811,-96.441805,9,200171,200171,17
202327,ISD #294 HOUSTON PUBLIC SCHOOL,403359,ISD #294 ELEMENTARY SCHOOL,310 S Sherman St,Houston,MN,55943,"310 S Sherman St Houston MN, 55943",43.760613,-91.566881,4,202327,403359,14
202216,ISD #300 LA CRESCENT PUBLIC SC,401754,ISD #300 LA CRESCENT ELEMENTAR,504 S Oak St,La Crescent,MN,55947,"504 S Oak St La Crescent MN, 55947",43.82421,-91.306709,5,202216,401754,14
202216,ISD #300 LA CRESCENT PUBLIC SC,401753,ISD #300 LA CRESCENT HIGH SCHO,1301 Lancer Blvd,La Crescent,MN,55947,"1301 Lancer Blvd La Crescent MN, 55947",43.815201,-91.312778,5,202216,401753,14
203645,ISD #309 PARK RAPIDS PUBLIC SC,403154,ISD #309 - CENTURY SCHOOL,501 Helten Ave,Park Rapids,MN,56470,"501 Helten Ave Park Rapids MN, 56470",46.927818,-95.072068,8,203645,403154,19
203645,ISD #309 PARK RAPIDS PUBLIC SC,403153,ISD #309 - HIGH SCHOOL,401 Huntsinger Ave,Park Rapids,MN,56470,"401 Huntsinger Ave Park Rapids MN, 56470",46.925954,-95.06496,7,203645,403153,19
202089,ISD #316 GREENWAY PUBLIC SCHOO,440318,ISD #316 GREENWAY HIGH SCHOOL,308 ROOSEVELT AVE,Coleraine,MN,55722,"308 ROOSEVELT AVE Coleraine MN, 55722",47.288049,-93.425611,11,202089,440318,7
202063,ISD #317 DEER RIVER PUBLIC SCH,202063,ISD #317 DEER RIVER PUBLIC SCH,101 1st St NE,Deer River,MN,56636,"101 1st St NE Deer River MN, 56636",47.334134,-93.791513,7,202063,202063,7
203674,ISD #32 BLACKDUCK PUBLIC SCHOO,203674,ISD #32 BLACKDUCK PUBLIC SCHOO,156 1st St NW,Blackduck,MN,56630,"156 1st St NW Blackduck MN, 56630",47.73182,-94.54605,6,203674,203674,13
200781,ISD #345 NEW LONDON SPICER SCH,401484,ISD #345 NL-S HIGH SCHOOL,101 4th Ave SE,New London,MN,56273,"101 4th Ave SE New London MN, 56273",45.295591,-94.942807,6,200781,401484,0
200781,ISD #345 NEW LONDON SPICER SCH,401481,ISD #345 PRAIRIE WOODS ELEMENT,17435 County Road 9 NE,New London,MN,56273,"17435 County Road 9 NE New London MN, 56273",45.290685,-94.952569,8,200781,401481,0
200671,ISD #347 WILLMAR PUBLIC SCHOOL,464542,ISD #347 KENNEDY ELEM SCHOOL K,824 7th St NW,Willmar,MN,56201,"824 7th St NW Willmar MN, 56201",45.129,-95.053923,4,200671,464542,0
200671,ISD #347 WILLMAR PUBLIC SCHOOL,401475,ISD #347 KENNEDY ELEMENTARY SC,824 7th St NW,Willmar,MN,56201,"824 7th St NW Willmar MN, 56201",45.129,-95.053923,6,200671,401475,0
200671,ISD #347 WILLMAR PUBLIC SCHOOL,401491,ISD #347 WILLMAR MIDDLE SCHOOL,201 Willmar Ave SE,Willmar,MN,56201,"201 Willmar Ave SE Willmar MN, 56201",45.11065,-95.04045,6,200671,401491,0
200671,ISD #347 WILLMAR PUBLIC SCHOOL,401477,ISD #347 WILLMAR SR HIGH SCHOO,2701 30th Ave SW,Willmar,MN,56201,"2701 30th Ave SW Willmar MN, 56201",45.155278,-95.004228,7,200671,401477,0
202590,ISD #378 DAWSON PUBLIC SCHOOL,202590,ISD #378 DAWSON PUBLIC SCHOOL,848 Chestnut St,Dawson,MN,56232,"848 Chestnut St Dawson MN, 56232",44.931218,-96.058537,14,202590,202590,17
201450,ISD #423 HUTCHINSON PUBLIC SCH,401609,ISD #423 HUTCHINSON HIGH SCHOO,1200 Roberts Rd SW,Hutchinson,MN,55350,"1200 Roberts Rd SW Hutchinson MN, 55350",44.884554,-94.39316,6,201450,401609,6
201450,ISD #423 HUTCHINSON PUBLIC SCH,401606,ISD #423 HUTCHINSON MIDDLE SCH,1326 S Grade Rd SW,Hutchinson,MN,55350,"1326 S Grade Rd SW Hutchinson MN, 55350",44.878007,-94.388574,5,201450,401606,6
201450,ISD #423 HUTCHINSON PUBLIC SCH,401618,ISD #423 WEST ELEMENTARY SCHOO,875 School Rd NW,Hutchinson,MN,55350,"875 School Rd NW Hutchinson MN, 55350",44.87994,-94.394799,6,201450,401618,6
203457,ISD #435 WAUBUN PUBLIC SCHOOL,203457,ISD #435 WAUBUN PUBLIC SCHOOL,1013 3rd St,Waubun,MN,56589,"1013 3rd St Waubun MN, 56589",47.181032,-95.939853,6,203457,203457,19
200698,ISD 465 LITCHFIELD PUBLIC SCHO,401471,ISD #465 LITCHFIELD SR HIGH SC,901 N Gilman Ave,Litchfield,MN,55355,"901 N Gilman Ave Litchfield MN, 55355",45.135871,-94.521158,8,200698,401471,6
200698,ISD 465 LITCHFIELD PUBLIC SCHO,401502,ISD #465 RIPLEY ELEMENTARY,100 W Pleasure Dr,Litchfield,MN,55355,"100 W Pleasure Dr Litchfield MN, 55355",45.114461,-94.529811,6,200698,401502,6
201583,ISD 466 DASSEL COKATO SCHOOLS,401634,ISD #466 COKATO ELEMENTARY SCH,200 5th St SW,Cokato,MN,55321,"200 5th St SW Cokato MN, 55321",45.074154,-94.192682,4,201583,401634,6
200503,ISD #47 SAUK RAPIDS - RICE SCH,415256,ISD #47 MISSISSIPPI HEIGHTS SC,1003 4th St S,Sauk Rapids,MN,56379,"1003 4th St S Sauk Rapids MN, 56379",45.588829,-94.149748,7,200503,415256,11
200521,ISD #482 - LITTLE FALLS,401448,ISD #482 LINDBERGH ELEMENTARY,101 9th St NE,Little Falls,MN,56345,"101 9th St NE Little Falls MN, 56345",45.975071,-94.35075,5,200521,401448,4
200521,ISD #482 - LITTLE FALLS,401442,ISD #482 LITTLE FALLS HIGH SCH,1001 5th Ave NE,Little Falls,MN,56345,"1001 5th Ave NE Little Falls MN, 56345",45.980296,-94.345749,5,200521,401442,4
200521,ISD #482 - LITTLE FALLS,401443,ISD #482 MIDDLE SCHOOL,1000 1st Ave NE,Little Falls,MN,56345,"1000 1st Ave NE Little Falls MN, 56345",45.975188,-94.346864,6,200521,401443,4
200539,ISD #485 ROYALTON PUBLIC SCHOO,200539,ISD #485 ROYALTON PUBLIC SCHOO,120 S Hawthorn St,Royalton,MN,56373,"120 S Hawthorn St Royalton MN, 56373",45.828086,-94.281073,4,200539,200539,11
200538,ISD #487 UPSALA PUBLIC SCHOOLS,200538,ISD #487 UPSALA PUBLIC SCHOOLS,415 S Main St,Upsala,MN,56384,"415 S Main St Upsala MN, 56384",45.803639,-94.570887,4,200538,200538,4
200958,ISD #492 AUSTIN PUBLIC SCHOOLS,401533,ISD #492 AUSTIN HIGH SCHOOL,301 3rd Ave NE,Austin,MN,55912,"301 3rd Ave NE Austin MN, 55912",43.668944,-92.977665,4,200958,401533,1
200958,ISD #492 AUSTIN PUBLIC SCHOOLS,401539,ISD #492 BANFIELD ELEMENTARY,301 17th St SW,Austin,MN,55912,"301 17th St SW Austin MN, 55912",43.66584,-92.996278,4,200958,401539,1
200958,ISD #492 AUSTIN PUBLIC SCHOOLS,401537,ISD #492 ELLIS MIDDLE SCHOOL,1700 4th Ave SE,Austin,MN,55912,"1700 4th Ave SE Austin MN, 55912",43.662184,-92.95164,7,200958,401537,1
200958,ISD #492 AUSTIN PUBLIC SCHOOLS,452336,ISD #492 HOLTON INTERMEDIATE,1800 4th Ave SE,Austin,MN,55912,"1800 4th Ave SE Austin MN, 55912",43.662232,-92.951529,6,200958,452336,1
200958,ISD #492 AUSTIN PUBLIC SCHOOLS,401548,ISD #492 NEVELN ELEMENTARY SCH,1918 E Oakland Ave,Austin,MN,55912,"1918 E Oakland Ave Austin MN, 55912",43.666166,-92.945054,4,200958,401548,1
200958,ISD #492 AUSTIN PUBLIC SCHOOLS,401534,ISD #492 SOUTHGATE ELEMENTARY,1601 19th St SW,Austin,MN,55912,"1601 19th St SW Austin MN, 55912",43.64817,-92.994268,6,200958,401534,1
314448,ISD #492 SPECIAL COOP,314448,ISD #492 SPECIAL COOP,2001 2nd Ave NW,Austin,MN,55912,"2001 2nd Ave NW Austin MN, 55912",43.668083,-93.002268,7,314448,314448,1
200958,ISD #492 AUSTIN PUBLIC SCHOOLS,401536,ISD #492 WOODSON SCHOOL,1601 4th St SE,Austin,MN,55912,"1601 4th St SE Austin MN, 55912",43.65303,-92.969004,6,200958,401536,1
201004,ISD #495 GRAND MEADOW PUBLIC S,201004,ISD #495 GRAND MEADOW PUBLIC S,710 4th Ave NE,Grand Meadow,MN,55936,"710 4th Ave NE Grand Meadow MN, 55936",43.709043,-92.562039,4,201004,201004,1
203375,ISD #507 NICOLLET PUBLIC SCHOO,203375,ISD #507 NICOLLET PUBLIC SCHOO,1 Pine St,Nicollet,MN,56074,"1 Pine St Nicollet MN, 56074",44.281223,-94.186578,6,203375,203375,18
200866,ISD #533 DOVER-EYOTA PUBLIC SC,200866,ISD #533 DOVER-EYOTA PUBLIC SC,615 South Ave SW,Eyota,MN,55934,"615 South Ave SW Eyota MN, 55934",44.011409,-92.18202,6,200866,200866,16
200186,ISD #54 - ROSHOLT SCHOOL DISTR,200186,ISD #54 - ROSHOLT SCHOOL DISTR,202 Fiinley Ave,Rosholt,SD,57260,"202 Fiinley Ave Rosholt SD, 57260",45.864434,-96.736876,5,200186,200186,5
200177,ISD #544 FERGUS FALLS PUBLIC S,200177,ISD #544 FERGUS FALLS PUBLIC S,601 Randolph Ave,Fergus Falls,MN,56537,"601 Randolph Ave Fergus Falls MN, 56537",46.290282,-96.06471,7,200177,200177,5
200250,ISD #545 HENNING PUBLIC SCHOOL,200250,ISD #545 HENNING PUBLIC SCHOOL,500 SCHOOL AVE,HENNING,MN,56551,"500 SCHOOL AVE HENNING MN, 56551",46.319382,-95.447561,7,200250,200250,3
200138,ISD #547 PARKERS PRAIRIE SCHOO,200138,ISD #547 PARKERS PRAIRIE SCHOO,411 S Otter Ave,Parkers Prairie,MN,56361,"411 S Otter Ave Parkers Prairie MN, 56361",46.149715,-95.328301,13,200138,200138,3
203460,ISD #549 PERHAM-DENT PUBLIC SC,203460,ISD #549 PERHAM-DENT PUBLIC SC,800 Coney St W,Perham,MN,56573,"800 Coney St W Perham MN, 56573",46.587117,-95.585553,5,203460,203460,19
200214,ISD #550 UNDERWOOD PUBLIC SCHO,200214,ISD #550 UNDERWOOD PUBLIC SCHO,100 Southern Ave E,Underwood,MN,56586,"100 Southern Ave E Underwood MN, 56586",46.281855,-95.871299,12,200214,200214,3
203513,ISD #553 NEW YORK MILLS SCHOOL,203513,ISD #553 NEW YORK MILLS SCHOOL,209 Hayes Ave,New York Mills,MN,56567,"209 Hayes Ave New York Mills MN, 56567",46.522817,-95.3788,4,203513,203513,19
203593,ISD #564 THIEF RIVER SCHOOLS,203593,ISD #564 THIEF RIVER SCHOOLS,230 Labree Ave S,Thief River Falls,MN,56701,"230 Labree Ave S Thief River Falls MN, 56701",48.114605,-96.180567,6,203593,203593,10
202889,ISD 656 FARIBAULT PUBLIC SCHOO,401919,ISD #656 FARIBAULT SR HIGH SCH,330 9th Ave SW,Faribault,MN,55021,"330 9th Ave SW Faribault MN, 55021",44.28611,-93.2851,4,202889,401919,1
201029,ISD #659 NORTHFIELD PUBLIC SCH,401574,ISD #659 NORTHFIELD MIDDLE SCH,2200 Division St S,Northfield,MN,55057,"2200 Division St S Northfield MN, 55057",44.43498,-93.164267,4,201029,401574,16
203422,ISD #676 BADGER PUBLIC SCHOOLS,203422,ISD #676 BADGER PUBLIC SCHOOLS,110 E Carpenter Ave,Badger,MN,56714,"110 E Carpenter Ave Badger MN, 56714",48.781229,-96.015894,4,203422,203422,10
203496,ISD #690 WARROAD PUBLIC SCHOOL,203496,ISD #690 WARROAD PUBLIC SCHOOL,510 Cedar Ave NW,Warroad,MN,56763,"510 Cedar Ave NW Warroad MN, 56763",48.910526,-95.329973,8,203496,203496,10
283876,ISD #717 JORDAN PUBLIC SCHOOLS,452383,ISD #717 JORDAN HIGH SCHOOL,600 Sunset Dr,Jordan,MN,55352,"600 Sunset Dr Jordan MN, 55352",44.658196,-93.639884,4,283876,452383,15
283876,ISD #717 JORDAN PUBLIC SCHOOLS,472102,ISD #717 JORDAN MS CERC CENTER,500 Sunset Dr,Jordan,MN,55352,"500 Sunset Dr Jordan MN, 55352",44.660873,-93.640199,5,283876,472102,15
